work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,job_category,adjusted_salary
2022,Senior,Full-time,Data Analyst,110600,United States,On-Site,United States,MEDIUM,Data Analyst,119746
2022,Senior,Full-time,Data Analyst,116000,United States,Full-Remote,United States,MEDIUM,Data Analyst,125593
2022,Senior,Full-time,Data Analyst,96000,United States,Full-Remote,United States,MEDIUM,Data Analyst,103939
2022,Senior,Full-time,Data Analyst,92350,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Analyst,99987
2022,Senior,Full-time,Data Analyst,70186,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Analyst,75990
2022,Senior,Full-time,Data Analyst,105000,United States,On-Site,United States,MEDIUM,Data Analyst,113683
2022,Senior,Full-time,Data Analyst,70000,United States,On-Site,United States,MEDIUM,Data Analyst,75789
2022,Intermediate,Full-time,Machine Learning Researcher,105236,Canada,Half-Remote,Canada,LARGE,Machine Learning,113939
2022,Senior,Full-time,Data Engineer,194000,United States,Full-Remote,United States,MEDIUM,Data Engineering,210043
2022,Senior,Full-time,Data Engineer,129400,United States,Full-Remote,United States,MEDIUM,Data Engineering,140101
2022,Senior,Full-time,Data Architect,190000,United States,Full-Remote,United States,MEDIUM,Data Architecture,205713
2022,Senior,Full-time,Data Architect,135000,United States,Full-Remote,United States,MEDIUM,Data Architecture,146164
2022,Senior,Full-time,Data Analyst,100000,United States,On-Site,United States,MEDIUM,Data Analyst,108270
2022,Senior,Full-time,Data Analyst,70000,United States,On-Site,United States,MEDIUM,Data Analyst,75789
2022,Entry,Full-time,Machine Learning Engineer,189750,United States,On-Site,United States,MEDIUM,Machine Learning,205442
2022,Entry,Full-time,Machine Learning Engineer,140250,United States,On-Site,United States,MEDIUM,Machine Learning,151848
2022,Senior,Full-time,Data Analyst,130000,United States,On-Site,United States,MEDIUM,Data Analyst,140751
2022,Senior,Full-time,Data Analyst,100000,United States,On-Site,United States,MEDIUM,Data Analyst,108270
2022,Intermediate,Full-time,Data Analyst,160000,United States,On-Site,United States,MEDIUM,Data Analyst,173232
2022,Intermediate,Full-time,Data Analyst,109000,United States,On-Site,United States,MEDIUM,Data Analyst,118014
2022,Senior,Full-time,Research Engineer,250000,United States,On-Site,United States,MEDIUM,Other,270675
2022,Senior,Full-time,Research Engineer,150000,United States,On-Site,United States,MEDIUM,Other,162405
2022,Intermediate,Full-time,Data Analyst,206000,United States,On-Site,United States,MEDIUM,Data Analyst,223036
2022,Intermediate,Full-time,Data Analyst,160000,United States,On-Site,United States,MEDIUM,Data Analyst,173232
2022,Senior,Full-time,Data Engineer,135000,United States,On-Site,United States,MEDIUM,Data Engineering,146164
2022,Senior,Full-time,Data Engineer,120000,United States,On-Site,United States,MEDIUM,Data Engineering,129924
2022,Senior,Full-time,Machine Learning Engineer,115573,France,Full-Remote,France,MEDIUM,Machine Learning,125130
2022,Senior,Full-time,Machine Learning Engineer,73546,France,Full-Remote,France,MEDIUM,Machine Learning,79628
2022,Entry,Full-time,Data Engineer,160000,United States,On-Site,United States,MEDIUM,Data Engineering,173232
2022,Entry,Full-time,Data Engineer,135000,United States,On-Site,United States,MEDIUM,Data Engineering,146164
2022,Intermediate,Full-time,Data Analyst,150000,United States,On-Site,United States,MEDIUM,Data Analyst,162405
2022,Intermediate,Full-time,Data Analyst,100000,United States,On-Site,United States,MEDIUM,Data Analyst,108270
2022,Intermediate,Full-time,Data Engineer,120000,United States,On-Site,United States,MEDIUM,Data Engineering,129924
2022,Intermediate,Full-time,Data Engineer,95000,United States,On-Site,United States,MEDIUM,Data Engineering,102856
2022,Senior,Full-time,Data Engineer,68293,Spain,On-Site,Spain,MEDIUM,Data Engineering,73940
2022,Senior,Full-time,Data Engineer,42026,Spain,On-Site,Spain,MEDIUM,Data Engineering,45501
2022,Senior,Full-time,Data Engineer,191200,United States,On-Site,United States,MEDIUM,Data Engineering,207012
2022,Senior,Full-time,Data Engineer,130000,United States,On-Site,United States,MEDIUM,Data Engineering,140751
2022,Senior,Full-time,Data Engineer,191200,United States,On-Site,United States,MEDIUM,Data Engineering,207012
2022,Senior,Full-time,Data Engineer,130000,United States,On-Site,United States,MEDIUM,Data Engineering,140751
2022,Entry,Full-time,Machine Learning Research Engineer,66192,Germany,Half-Remote,Germany,LARGE,Machine Learning,71666
2022,Entry,Full-time,3D Computer Vision Researcher,50000,United States,Full-Remote,Costa Rica,SMALL,Data Science,54135
2022,Senior,Full-time,Data Engineer,230000,United States,On-Site,United States,LARGE,Data Engineering,249021
2022,Senior,Full-time,Data Engineer,154600,United States,On-Site,United States,LARGE,Data Engineering,167385
2022,Senior,Full-time,Data Engineer,120000,United States,On-Site,United States,MEDIUM,Data Engineering,129924
2022,Senior,Full-time,Data Engineer,95000,United States,On-Site,United States,MEDIUM,Data Engineering,102856
2022,Senior,Full-time,Data Scientist,140000,United States,On-Site,United States,MEDIUM,Data Science,151578
2022,Senior,Full-time,Data Scientist,120000,United States,On-Site,United States,MEDIUM,Data Science,129924
2022,Senior,Full-time,Data Analyst,169000,United States,On-Site,United States,MEDIUM,Data Analyst,182976
2022,Senior,Full-time,Data Analyst,110600,United States,On-Site,United States,MEDIUM,Data Analyst,119746
2022,Intermediate,Full-time,Data Analyst,80000,United States,Full-Remote,United States,LARGE,Data Analyst,86616
2022,Senior,Full-time,Data Engineer,185900,United States,On-Site,United States,MEDIUM,Data Engineering,201273
2022,Senior,Full-time,Data Engineer,129300,United States,On-Site,United States,MEDIUM,Data Engineering,139993
2022,Senior,Full-time,Analytics Engineer,135000,United States,On-Site,United States,MEDIUM,Data Engineering,146164
2022,Senior,Full-time,Analytics Engineer,110000,United States,On-Site,United States,MEDIUM,Data Engineering,119097
2022,Intermediate,Full-time,Data Analytics Manager,155000,United States,On-Site,United States,MEDIUM,Management,167818
2022,Intermediate,Full-time,Data Analytics Manager,140000,United States,On-Site,United States,MEDIUM,Management,151578
2022,Senior,Full-time,Data Engineer,205000,United States,Full-Remote,United States,MEDIUM,Data Engineering,221953
2022,Senior,Full-time,Data Engineer,150000,United States,Full-Remote,United States,MEDIUM,Data Engineering,162405
2022,Senior,Full-time,Data Engineer,179500,United States,On-Site,United States,MEDIUM,Data Engineering,194344
2022,Senior,Full-time,Data Engineer,134000,United States,On-Site,United States,MEDIUM,Data Engineering,145081
2022,Intermediate,Full-time,Data Scientist,180000,United States,On-Site,United States,MEDIUM,Data Science,194886
2022,Intermediate,Full-time,Data Scientist,120000,United States,On-Site,United States,MEDIUM,Data Science,129924
2022,Senior,Full-time,Data Scientist,185900,United States,On-Site,United States,MEDIUM,Data Science,201273
2022,Senior,Full-time,Data Scientist,129300,United States,On-Site,United States,MEDIUM,Data Science,139993
2022,Senior,Full-time,Data Scientist,175000,United States,Full-Remote,United States,MEDIUM,Data Science,189472
2022,Senior,Full-time,Data Scientist,145000,United States,Full-Remote,United States,MEDIUM,Data Science,156991
2022,Senior,Full-time,Data Architect,235000,United States,Full-Remote,United States,MEDIUM,Data Architecture,254434
2022,Senior,Full-time,Data Architect,175000,United States,Full-Remote,United States,MEDIUM,Data Architecture,189472
2022,Entry,Full-time,Data Science Consultant,27317,Spain,Half-Remote,Spain,LARGE,Data Science,29576
2022,Intermediate,Full-time,Data Engineer,160000,United States,Full-Remote,United States,MEDIUM,Data Engineering,173232
2022,Intermediate,Full-time,Data Engineer,90000,United States,Full-Remote,United States,MEDIUM,Data Engineering,97443
2022,Senior,Full-time,Data Engineer,68293,Spain,On-Site,Spain,MEDIUM,Data Engineering,73940
2022,Senior,Full-time,Data Engineer,36773,Spain,On-Site,Spain,MEDIUM,Data Engineering,39814
2022,Senior,Full-time,Data Engineer,145000,United States,On-Site,United States,MEDIUM,Data Engineering,156991
2022,Senior,Full-time,Data Engineer,115000,United States,On-Site,United States,MEDIUM,Data Engineering,124510
2022,Intermediate,Full-time,Data Specialist,165000,United States,On-Site,United States,MEDIUM,Other,178645
2022,Intermediate,Full-time,Data Specialist,135000,United States,On-Site,United States,MEDIUM,Other,146164
2022,Senior,Full-time,Data Engineer,168400,United States,On-Site,United States,MEDIUM,Data Engineering,182326
2022,Senior,Full-time,Data Engineer,105200,United States,On-Site,United States,MEDIUM,Data Engineering,113900
2022,Intermediate,Full-time,Deep Learning Engineer,86193,United Kingdom,Full-Remote,United Kingdom,MEDIUM,Machine Learning,93321
2022,Intermediate,Full-time,Deep Learning Engineer,49253,United Kingdom,Full-Remote,United Kingdom,MEDIUM,Machine Learning,53326
2022,Senior,Full-time,Data Engineer,200000,United States,On-Site,United States,MEDIUM,Data Engineering,216540
2022,Senior,Full-time,Data Engineer,160000,United States,On-Site,United States,MEDIUM,Data Engineering,173232
2022,Senior,Full-time,Data Scientist,47280,Spain,On-Site,Spain,MEDIUM,Data Science,51190
2022,Senior,Full-time,Data Scientist,37824,Spain,On-Site,Spain,MEDIUM,Data Science,40952
2022,Senior,Full-time,Data Scientist,198800,United States,On-Site,United States,MEDIUM,Data Science,215240
2022,Senior,Full-time,Data Scientist,122600,United States,On-Site,United States,MEDIUM,Data Science,132739
2022,Entry,Freelancer,Machine Learning Engineer,100000,"Iran, Islamic Republic of",Full-Remote,"Iran, Islamic Republic of",MEDIUM,Machine Learning,108270
2022,Intermediate,Full-time,BI Data Analyst,105066,France,Half-Remote,France,MEDIUM,Data Analyst,113754
2022,Senior,Full-time,Data Analyst,130000,United States,On-Site,United States,MEDIUM,Data Analyst,140751
2022,Senior,Full-time,Data Analyst,100000,United States,On-Site,United States,MEDIUM,Data Analyst,108270
2022,Intermediate,Full-time,Analytics Engineer,104663,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Engineering,113318
2022,Intermediate,Full-time,Analytics Engineer,73880,United Kingdom,On-Site,United Kingdom,MEDIUM,Data Engineering,79989
2022,Senior,Full-time,Data Engineer,125000,United States,Full-Remote,United States,MEDIUM,Data Engineering,135337
2022,Senior,Full-time,Data Engineer,110000,United States,Full-Remote,United States,MEDIUM,Data Engineering,119097
2022,Intermediate,Full-time,Data Analyst,165000,United States,On-Site,United States,MEDIUM,Data Analyst,178645
2022,Intermediate,Full-time,Data Analyst,124000,United States,On-Site,United States,MEDIUM,Data Analyst,134254
2022,Senior,Full-time,Data Scientist,148000,United States,Full-Remote,United States,MEDIUM,Data Science,160239
2022,Senior,Full-time,Data Scientist,107000,United States,Full-Remote,United States,MEDIUM,Data Science,115848
2022,Intermediate,Full-time,Data Analyst,150000,United States,On-Site,United States,MEDIUM,Data Analyst,162405
2022,Intermediate,Full-time,Data Analyst,100000,United States,On-Site,United States,MEDIUM,Data Analyst,108270
2022,Entry,Full-time,Data Engineer,160000,United States,On-Site,United States,MEDIUM,Data Engineering,173232
2022,Entry,Full-time,Data Engineer,135000,United States,On-Site,United States,MEDIUM,Data Engineering,146164
2022,Intermediate,Full-time,Data Engineer,120000,United States,On-Site,United States,MEDIUM,Data Engineering,129924
2022,Intermediate,Full-time,Data Engineer,95000,United States,On-Site,United States,MEDIUM,Data Engineering,102856
2022,Senior,Full-time,Data Engineer,153600,United States,On-Site,United States,MEDIUM,Data Engineering,166302
2022,Senior,Full-time,Data Engineer,106800,United States,On-Site,United States,MEDIUM,Data Engineering,115632
2022,Intermediate,Full-time,Data Analyst,100000,Canada,On-Site,Canada,MEDIUM,Data Analyst,108270
2022,Intermediate,Full-time,Data Analyst,65000,Canada,On-Site,Canada,MEDIUM,Data Analyst,70375
2022,Intermediate,Full-time,Data Engineer,120000,United States,On-Site,United States,MEDIUM,Data Engineering,129924
2022,Intermediate,Full-time,Data Engineer,95000,United States,On-Site,United States,MEDIUM,Data Engineering,102856
2022,Senior,Full-time,Data Engineer,63040,Portugal,On-Site,Portugal,MEDIUM,Data Engineering,68253
2022,Senior,Full-time,Data Engineer,36773,Portugal,On-Site,Portugal,MEDIUM,Data Engineering,39814
2022,Executive,Full-time,Data Engineer,310000,United States,Full-Remote,United States,MEDIUM,Data Engineering,335637
2022,Executive,Full-time,Data Engineer,239000,United States,Full-Remote,United States,MEDIUM,Data Engineering,258765
2022,Senior,Full-time,Data Science Manager,299500,United States,On-Site,United States,MEDIUM,Management,324268
2022,Senior,Full-time,Data Science Manager,245100,United States,On-Site,United States,MEDIUM,Management,265369
2022,Senior,Full-time,Data Scientist,168000,United States,Full-Remote,United States,MEDIUM,Data Science,181893
2022,Senior,Full-time,Data Scientist,130000,United States,Full-Remote,United States,MEDIUM,Data Science,140751
2022,Senior,Full-time,Data Scientist,136000,United States,Full-Remote,United States,MEDIUM,Data Science,147247
2022,Senior,Full-time,Data Scientist,104000,United States,Full-Remote,United States,MEDIUM,Data Science,112600
2022,Intermediate,Full-time,Data Engineer,161000,United States,Full-Remote,United States,MEDIUM,Data Engineering,174314
2022,Intermediate,Full-time,Data Engineer,118000,United States,Full-Remote,United States,MEDIUM,Data Engineering,127758
2022,Senior,Full-time,Applied Scientist,205000,United States,Full-Remote,United States,MEDIUM,Data Science,221953
2022,Senior,Full-time,Applied Scientist,184000,United States,Full-Remote,United States,MEDIUM,Data Science,199216
2022,Senior,Full-time,Data Scientist,185900,United States,On-Site,United States,MEDIUM,Data Science,201273
2022,Senior,Full-time,Data Scientist,129300,United States,On-Site,United States,MEDIUM,Data Science,139993
2022,Senior,Full-time,Data Science Manager,247500,United States,On-Site,United States,MEDIUM,Management,267968
2022,Senior,Full-time,Data Science Manager,172200,United States,On-Site,United States,MEDIUM,Management,186440
2022,Senior,Full-time,Data Management Specialist,68293,Italy,On-Site,Italy,LARGE,Other,73940
2022,Senior,Full-time,Data Analyst,177000,United States,On-Site,United States,MEDIUM,Data Analyst,191637
2022,Senior,Full-time,Data Analyst,131000,United States,On-Site,United States,MEDIUM,Data Analyst,141833
2022,Senior,Full-time,Applied Scientist,205000,United States,Full-Remote,United States,MEDIUM,Data Science,221953
2022,Senior,Full-time,Applied Scientist,184000,United States,Full-Remote,United States,MEDIUM,Data Science,199216
2022,Senior,Full-time,Data Engineer,146000,United States,On-Site,United States,MEDIUM,Data Engineering,158074
2022,Senior,Full-time,Data Engineer,102000,United States,On-Site,United States,MEDIUM,Data Engineering,110435
2022,Senior,Full-time,Data Analyst,169000,United States,On-Site,United States,MEDIUM,Data Analyst,182976
2022,Senior,Full-time,Data Analyst,110600,United States,On-Site,United States,MEDIUM,Data Analyst,119746
2022,Senior,Full-time,Applied Scientist,230000,United States,Full-Remote,United States,MEDIUM,Data Science,249021
2022,Senior,Full-time,Applied Scientist,196000,United States,Full-Remote,United States,MEDIUM,Data Science,212209
2022,Senior,Full-time,Data Engineer,135000,United States,On-Site,United States,MEDIUM,Data Engineering,146164
2022,Senior,Full-time,Data Engineer,100000,United States,On-Site,United States,MEDIUM,Data Engineering,108270
2022,Intermediate,Full-time,Data Engineer,80000,United States,On-Site,United States,MEDIUM,Data Engineering,86616
2022,Intermediate,Full-time,Data Engineer,65000,United States,On-Site,United States,MEDIUM,Data Engineering,70375
2022,Senior,Full-time,Data Engineer,135000,United States,On-Site,United States,MEDIUM,Data Engineering,146164
2022,Senior,Full-time,Data Engineer,100000,United States,On-Site,United States,MEDIUM,Data Engineering,108270
2022,Senior,Full-time,Data Engineer,61566,United Kingdom,Full-Remote,United Kingdom,MEDIUM,Data Engineering,66657
2022,Senior,Full-time,Data Engineer,43096,United Kingdom,Full-Remote,United Kingdom,MEDIUM,Data Engineering,46660
2022,Intermediate,Full-time,Data Engineer,175000,United States,Full-Remote,United States,MEDIUM,Data Engineering,189472
2022,Intermediate,Full-time,Data Engineer,135000,United States,Full-Remote,United States,MEDIUM,Data Engineering,146164
2022,Entry,Full-time,Data Scientist,80000,United States,On-Site,United States,MEDIUM,Data Science,86616
2022,Senior,Full-time,Data Engineer,231250,United States,Full-Remote,United States,MEDIUM,Data Engineering,250374
2022,Senior,Full-time,Data Engineer,138750,United States,Full-Remote,United States,MEDIUM,Data Engineering,150224
2022,Senior,Full-time,Analytics Engineer,193750,United States,Full-Remote,United States,MEDIUM,Data Engineering,209773
2022,Senior,Full-time,Analytics Engineer,116250,United States,Full-Remote,United States,MEDIUM,Data Engineering,125863
2022,Senior,Full-time,Data Engineer,231250,United States,Full-Remote,United States,MEDIUM,Data Engineering,250374
2022,Senior,Full-time,Data Engineer,138750,United States,Full-Remote,United States,MEDIUM,Data Engineering,150224
2022,Senior,Full-time,Analytics Engineer,231250,United States,Full-Remote,United States,MEDIUM,Data Engineering,250374
2022,Senior,Full-time,Analytics Engineer,138750,United States,Full-Remote,United States,MEDIUM,Data Engineering,150224
2022,Senior,Full-time,Analytics Engineer,231250,United States,Full-Remote,United States,MEDIUM,Data Engineering,250374
2022,Senior,Full-time,Analytics Engineer,138750,United States,Full-Remote,United States,MEDIUM,Data Engineering,150224
2022,Senior,Full-time,Data Engineer,193750,United States,Full-Remote,United States,MEDIUM,Data Engineering,209773
2022,Senior,Full-time,Data Engineer,116250,United States,Full-Remote,United States,MEDIUM,Data Engineering,125863
2022,Senior,Full-time,Data Scientist,208000,United States,Full-Remote,United States,MEDIUM,Data Science,225201
2022,Senior,Full-time,Data Scientist,127000,United States,Full-Remote,United States,MEDIUM,Data Science,137502
2022,Senior,Full-time,Research Scientist,300000,United States,Full-Remote,United States,MEDIUM,Data Science,324810
2022,Senior,Full-time,Research Scientist,196000,United States,Full-Remote,United States,MEDIUM,Data Science,212209
2022,Senior,Full-time,Machine Learning Engineer,204500,United States,On-Site,United States,MEDIUM,Machine Learning,221412
2022,Senior,Full-time,Machine Learning Engineer,142200,United States,On-Site,United States,MEDIUM,Machine Learning,153959
2021,Intermediate,Freelancer,Autonomous Vehicle Technician,45555,American Samoa,Half-Remote,Bahamas,MEDIUM,Other,51038
2022,Senior,Full-time,Data Engineer,185900,United States,On-Site,United States,MEDIUM,Data Engineering,201273
2022,Senior,Full-time,Data Engineer,129300,United States,On-Site,United States,MEDIUM,Data Engineering,139993
2022,Senior,Full-time,Data Scientist,47280,Spain,On-Site,Spain,MEDIUM,Data Science,51190
2022,Senior,Full-time,Data Scientist,37824,Spain,On-Site,Spain,MEDIUM,Data Science,40952
2022,Senior,Full-time,Machine Learning Engineer,204500,United States,On-Site,United States,MEDIUM,Machine Learning,221412
2022,Senior,Full-time,Machine Learning Engineer,142200,United States,On-Site,United States,MEDIUM,Machine Learning,153959
2022,Senior,Full-time,Data Scientist,205000,United States,Full-Remote,United States,MEDIUM,Data Science,221953
2022,Senior,Full-time,Data Scientist,185000,United States,Full-Remote,United States,MEDIUM,Data Science,200299
2022,Senior,Full-time,Data Scientist,185900,United States,On-Site,United States,MEDIUM,Data Science,201273
2022,Senior,Full-time,Data Scientist,129300,United States,On-Site,United States,MEDIUM,Data Science,139993
2022,Senior,Full-time,Machine Learning Engineer,247500,United States,On-Site,United States,MEDIUM,Machine Learning,267968
2022,Senior,Full-time,Machine Learning Engineer,172200,United States,On-Site,United States,MEDIUM,Machine Learning,186440
2022,Entry,Full-time,Data Engineer,160000,United States,On-Site,United States,MEDIUM,Data Engineering,173232
2022,Entry,Full-time,Data Engineer,135000,United States,On-Site,United States,MEDIUM,Data Engineering,146164
2022,Intermediate,Full-time,Data Analyst,150000,United States,On-Site,United States,MEDIUM,Data Analyst,162405
2022,Intermediate,Full-time,Data Analyst,100000,United States,On-Site,United States,MEDIUM,Data Analyst,108270
2022,Senior,Full-time,Data Analyst,110000,United States,On-Site,United States,MEDIUM,Data Analyst,119097
2022,Senior,Full-time,Data Analyst,95000,United States,On-Site,United States,MEDIUM,Data Analyst,102856
2022,Senior,Full-time,Data Scientist,185900,United States,On-Site,United States,MEDIUM,Data Science,201273
2022,Senior,Full-time,Data Scientist,129300,United States,On-Site,United States,MEDIUM,Data Science,139993
2022,Senior,Full-time,Applied Scientist,205000,United States,Full-Remote,United States,MEDIUM,Data Science,221953
2022,Senior,Full-time,Applied Scientist,184000,United States,Full-Remote,United States,MEDIUM,Data Science,199216
2022,Entry,Full-time,Data Scientist,17684,Hungary,Full-Remote,Hungary,MEDIUM,Data Science,19146
2022,Senior,Full-time,Data Science Tech Lead,375000,United States,Half-Remote,United States,LARGE,Management,406012
2022,Senior,Full-time,Data Engineer,191200,United States,On-Site,United States,MEDIUM,Data Engineering,207012
2022,Senior,Full-time,Data Engineer,130000,United States,On-Site,United States,MEDIUM,Data Engineering,140751
2022,Senior,Full-time,Data Scientist,225000,United States,On-Site,United States,MEDIUM,Data Science,243607
2022,Senior,Full-time,Data Scientist,156400,United States,On-Site,United States,MEDIUM,Data Science,169334
2022,Senior,Full-time,Data Analyst,169000,United States,On-Site,United States,MEDIUM,Data Analyst,182976
2022,Senior,Full-time,Data Analyst,110600,United States,On-Site,United States,MEDIUM,Data Analyst,119746
2022,Senior,Full-time,Machine Learning Engineer,204500,United States,On-Site,United States,MEDIUM,Machine Learning,221412
2022,Senior,Full-time,Machine Learning Engineer,142200,United States,On-Site,United States,MEDIUM,Machine Learning,153959
2022,Intermediate,Full-time,Machine Learning Engineer,104663,United Kingdom,On-Site,United Kingdom,MEDIUM,Machine Learning,113318
2022,Intermediate,Full-time,Machine Learning Engineer,80036,United Kingdom,On-Site,United Kingdom,MEDIUM,Machine Learning,86654
2022,Senior,Full-time,Data Scientist,185900,United States,On-Site,United States,MEDIUM,Data Science,201273
2022,Senior,Full-time,Data Scientist,129300,United States,On-Site,United States,MEDIUM,Data Science,139993
2022,Senior,Full-time,Data Scientist,140700,United States,On-Site,United States,MEDIUM,Data Science,152335
2022,Senior,Full-time,Data Scientist,93800,United States,On-Site,United States,MEDIUM,Data Science,101557
2022,Senior,Full-time,Data Scientist,350000,United States,Full-Remote,United States,MEDIUM,Data Science,378945
2022,Senior,Full-time,Data Scientist,135000,United States,Full-Remote,United States,MEDIUM,Data Science,146164
2022,Senior,Full-time,Data Analyst,115934,United States,Full-Remote,United States,MEDIUM,Data Analyst,125521
2022,Senior,Full-time,Data Analyst,81666,United States,Full-Remote,United States,MEDIUM,Data Analyst,88419
2022,Entry,Part-time,BI Analyst,12000,Mexico,Full-Remote,United States,LARGE,Data Analyst,12992
2022,Intermediate,Full-time,Machine Learning Engineer,104697,Switzerland,Full-Remote,Switzerland,LARGE,Machine Learning,113355
2022,Entry,Full-time,Machine Learning Developer,33000,Italy,Full-Remote,Germany,SMALL,Machine Learning,35729
2022,Entry,Full-time,Machine Learning Scientist,34672,Italy,Full-Remote,Germany,SMALL,Machine Learning,37539
2022,Senior,Full-time,Machine Learning Engineer,201000,United States,On-Site,United States,MEDIUM,Machine Learning,217622
2022,Senior,Full-time,Machine Learning Engineer,119000,United States,On-Site,United States,MEDIUM,Machine Learning,128841
2022,Senior,Full-time,Data Engineer,175000,United States,Full-Remote,United States,MEDIUM,Data Engineering,189472
2022,Senior,Full-time,Data Engineer,150000,United States,Full-Remote,United States,MEDIUM,Data Engineering,162405
2022,Senior,Full-time,Data Analyst,154560,United States,On-Site,United States,MEDIUM,Data Analyst,167342
2022,Senior,Full-time,Data Analyst,123648,United States,On-Site,United States,MEDIUM,Data Analyst,133873
2022,Senior,Full-time,Data Analyst,130000,United States,On-Site,United States,MEDIUM,Data Analyst,140751
2022,Senior,Full-time,Data Analyst,100000,United States,On-Site,United States,MEDIUM,Data Analyst,108270
2022,Intermediate,Full-time,Data Engineer,170000,United States,On-Site,United States,MEDIUM,Data Engineering,184059
2022,Intermediate,Full-time,Data Engineer,145000,United States,On-Site,United States,MEDIUM,Data Engineering,156991
2022,Senior,Full-time,Data Engineer,135000,United States,Full-Remote,United States,MEDIUM,Data Engineering,146164
2022,Senior,Full-time,Data Engineer,100000,United States,Full-Remote,United States,MEDIUM,Data Engineering,108270
2022,Senior,Full-time,Data Scientist,247500,United States,On-Site,United States,MEDIUM,Data Science,267968
2022,Senior,Full-time,Data Scientist,172200,United States,On-Site,United States,MEDIUM,Data Science,186440
2022,Senior,Full-time,Data Scientist,177500,United States,Full-Remote,United States,MEDIUM,Data Science,192179
2022,Senior,Full-time,Data Scientist,134000,United States,Full-Remote,United States,MEDIUM,Data Science,145081
2022,Senior,Full-time,Data Scientist,185900,United States,On-Site,United States,MEDIUM,Data Science,201273
2022,Senior,Full-time,Data Scientist,129300,United States,On-Site,United States,MEDIUM,Data Science,139993
2022,Senior,Full-time,Data Architect,192564,United States,Full-Remote,United States,MEDIUM,Data Architecture,208489
2022,Senior,Full-time,Data Architect,144854,United States,Full-Remote,United States,MEDIUM,Data Architecture,156833
2022,Senior,Full-time,Data Analyst,130000,United States,On-Site,United States,MEDIUM,Data Analyst,140751
2022,Senior,Full-time,Data Analyst,105000,United States,On-Site,United States,MEDIUM,Data Analyst,113683
2022,Senior,Full-time,Data Engineer,179305,United States,Full-Remote,United States,MEDIUM,Data Engineering,194133
2022,Senior,Full-time,Data Engineer,142127,United States,Full-Remote,United States,MEDIUM,Data Engineering,153880
2022,Senior,Full-time,Data Engineer,315000,United States,Full-Remote,United States,MEDIUM,Data Engineering,341050
2022,Senior,Full-time,Data Engineer,225000,United States,Full-Remote,United States,MEDIUM,Data Engineering,243607
2022,Senior,Full-time,Data Scientist,243900,United States,Full-Remote,United States,MEDIUM,Data Science,264070
2022,Senior,Full-time,Data Scientist,156600,United States,Full-Remote,United States,MEDIUM,Data Science,169550
2022,Intermediate,Full-time,Data Analyst,206000,United States,On-Site,United States,MEDIUM,Data Analyst,223036
2022,Intermediate,Full-time,Data Analyst,160000,United States,On-Site,United States,MEDIUM,Data Analyst,173232
2022,Intermediate,Full-time,Data Analyst,109000,United States,On-Site,United States,MEDIUM,Data Analyst,118014
2022,Intermediate,Full-time,Data Analyst,79000,United States,On-Site,United States,MEDIUM,Data Analyst,85533
2022,Intermediate,Full-time,Data Analyst,160000,United States,On-Site,United States,MEDIUM,Data Analyst,173232
2022,Intermediate,Full-time,Data Analyst,109000,United States,On-Site,United States,MEDIUM,Data Analyst,118014
2022,Intermediate,Full-time,Data Scientist Lead,89306,Austria,Half-Remote,Austria,LARGE,Management,96691
2022,Senior,Full-time,Data Engineer,182500,United States,Full-Remote,United States,MEDIUM,Data Engineering,197592
2022,Senior,Full-time,Data Engineer,128500,United States,Full-Remote,United States,MEDIUM,Data Engineering,139126
2022,Intermediate,Full-time,Data Engineer,160000,United States,Full-Remote,United States,MEDIUM,Data Engineering,173232
2022,Intermediate,Full-time,Data Engineer,90000,United States,Full-Remote,United States,MEDIUM,Data Engineering,97443
2022,Entry,Full-time,Data Manager,77300,United States,Full-Remote,United States,MEDIUM,Management,83692
2022,Entry,Full-time,Data Manager,45600,United States,Full-Remote,United States,MEDIUM,Management,49371
2022,Senior,Full-time,Data Analyst,127000,United States,Full-Remote,United States,MEDIUM,Data Analyst,137502
2022,Senior,Full-time,Data Analyst,110000,United States,Full-Remote,United States,MEDIUM,Data Analyst,119097
2022,Senior,Full-time,Data Architect,210000,United States,Full-Remote,United States,MEDIUM,Data Architecture,227367
2022,Senior,Full-time,Data Architect,136000,United States,Full-Remote,United States,MEDIUM,Data Architecture,147247
2022,Senior,Full-time,Cloud Data Engineer,12608,Slovakia,Full-Remote,Slovakia,SMALL,Data Engineering,13650
2022,Senior,Full-time,Data Engineer,170000,United States,Full-Remote,United States,MEDIUM,Data Engineering,184059
2022,Senior,Full-time,Data Engineer,140000,United States,Full-Remote,United States,MEDIUM,Data Engineering,151578
2022,Senior,Full-time,Data Engineer,247500,United States,On-Site,United States,MEDIUM,Data Engineering,267968
2022,Senior,Full-time,Data Engineer,172200,United States,On-Site,United States,MEDIUM,Data Engineering,186440
2022,Senior,Full-time,Data Engineer,225000,United States,On-Site,United States,MEDIUM,Data Engineering,243607
2022,Senior,Full-time,Data Engineer,184100,United States,On-Site,United States,MEDIUM,Data Engineering,199325
2022,Intermediate,Full-time,Machine Learning Engineer,130000,United States,On-Site,United States,MEDIUM,Machine Learning,140751
